name,year,selling_price,price,transmission,owner
Maruti Swift Dzire Tour LDI,2018,580000,38280,Manual,First Owner
Maruti Swift Dzire Tour LDI,2016,450000,29700,Manual,First Owner
Maruti Swift Dzire VDI,2014,450000,29700,Manual,First Owner
Maruti Swift Dzire VDI,2018,700000,46200,Manual,First Owner
Maruti Swift Dzire VDI,2013,550000,36300,Manual,First Owner
Maruti Swift Dzire VDI,2017,650000,42900,Manual,First Owner
Maruti Swift Dzire VDI,2015,480000,31680,Manual,First Owner
Maruti Swift Dzire VDI,2019,700000,46200,Manual,First Owner
Maruti Swift Dzire Vdi BSIV,2011,250000,16500,Manual,First Owner
Maruti Swift Dzire Vdi BSIV,2017,650000,42900,Manual,First Owner
Maruti Swift Dzire Vdi BSIV,2012,371000,24486,Manual,First Owner
Maruti Swift Dzire VDI Optional,2017,589000,38874,Manual,First Owner
Maruti Swift Dzire VDI Optional,2015,525000,34650,Manual,First Owner
Maruti Swift Dzire VDI Optional,2016,690000,45540,Manual,First Owner
Maruti Swift Dzire VDI Optional,2018,690000,45540,Manual,First Owner
Maruti Swift Dzire VXI,2017,595000,39270,Manual,First Owner
Maruti Swift Dzire VXI,2014,487000,32142,Manual,First Owner
Maruti Swift Dzire VXI,2015,525000,34650,Manual,First Owner
Maruti Swift Dzire VXi,2010,240000,15840,Manual,First Owner
Maruti Swift Dzire VXI,2012,310000,20460,Manual,First Owner
Maruti Swift Dzire VXI 1.2,2017,550000,36300,Manual,First Owner
Maruti Swift Dzire VXI 1.2,2019,675000,44550,Manual,First Owner
Maruti Swift Dzire VXI 1.2,2020,730000,48180,Manual,First Owner
Maruti Swift Dzire VXI 1.2,2018,650000,42900,Manual,First Owner
Maruti Swift Dzire VXI 1.2 BS IV,2018,650000,42900,Manual,First Owner
Maruti Swift Dzire VXI 1.2 BS IV,2017,650000,42900,Manual,First Owner
Maruti Swift Dzire VXi AT,2018,675000,44550,Automatic,First Owner
Maruti Swift Dzire VXi AT,2012,420000,27720,Automatic,First Owner
Maruti Swift Dzire VXI Optional,2016,550000,36300,Manual,First Owner
Maruti Swift Dzire ZDI,2015,525000,34650,Manual,First Owner
Maruti Swift Dzire ZDi,2012,340000,22440,Manual,First Owner
Maruti Swift Dzire ZDI,2017,695000,45870,Manual,First Owner
Maruti Swift Dzire ZDI,2016,550000,36300,Manual,First Owner
Maruti Swift Dzire ZDI,2018,740000,48840,Manual,First Owner
Maruti Swift Dzire ZDI,2014,600000,39600,Manual,First Owner
Maruti Swift Dzire ZDI,2013,550000,36300,Manual,First Owner
Maruti Swift Dzire ZDI,2019,802999,52998,Manual,First Owner
Maruti Swift Dzire ZDi,2009,382000,25212,Manual,First Owner
Maruti Swift Dzire Zdi BSIV,2012,400000,26400,Manual,First Owner
Maruti Swift Dzire ZDI Plus,2017,900000,59400,Manual,First Owner
Maruti Swift Dzire ZDI Plus,2019,900000,59400,Manual,First Owner
Maruti Swift Dzire ZDI Plus,2018,800000,52800,Manual,First Owner
Maruti Swift Dzire ZXI,2017,650000,42900,Manual,First Owner
Maruti Swift Dzire ZXI,2015,600000,39600,Manual,First Owner
Maruti Swift Dzire ZXi,2011,335000,22110,Manual,First Owner
Maruti Swift Dzire ZXI,2016,620000,40920,Manual,First Owner
Maruti Swift Dzire ZXI Plus,2018,795000,52470,Manual,First Owner
Maruti Swift Dzire ZXI Plus BS IV,2017,700000,46200,Manual,First Owner
Maruti Swift LDI,2018,509999,33660,Manual,First Owner
Maruti Swift LDI,2015,495000,32670,Manual,First Owner
Maruti Swift LDI BSIV,2014,360000,23760,Manual,First Owner
Maruti Swift LDI Optional,2017,455000,30030,Manual,First Owner
Maruti Swift LDI SP Limited Edition,2015,500000,33000,Manual,First Owner
Maruti Swift LXI,2019,500000,33000,Manual,First Owner
Maruti Swift LXI,2011,275000,18150,Manual,First Owner
Maruti Swift LXI,2020,445000,29370,Manual,First Owner
Maruti Swift LXi BSIV,2018,490000,32340,Manual,First Owner
Maruti Swift LXI Option,2014,400000,26400,Manual,First Owner
Maruti Swift LXI Option,2018,459999,30360,Manual,First Owner
Maruti Swift LXI Optional-O,2015,350000,23100,Manual,First Owner
Maruti Swift VDI,2015,480000,31680,Manual,First Owner
Maruti Swift VDI,2018,630000,41580,Manual,First Owner
Maruti Swift VDI,2014,501000,33066,Manual,First Owner
Maruti Swift VDi BSIII W/ ABS,2010,270000,17820,Manual,First Owner
Maruti Swift VDI BSIV,2017,585000,38610,Manual,First Owner
Maruti Swift VDI BSIV,2015,550000,36300,Manual,First Owner
Maruti Swift VDI BSIV,2007,195000,12870,Manual,First Owner
Maruti Swift VDI BSIV,2011,295000,19470,Manual,First Owner
Maruti Swift VDI BSIV,2006,150000,9900,Manual,First Owner
Maruti Swift VDI BSIV W ABS,2015,475000,31350,Manual,First Owner
Maruti Swift VDI BSIV W ABS,2016,565000,37290,Manual,First Owner
Maruti Swift VDI Deca,2016,630000,41580,Manual,First Owner
Maruti Swift VDI Optional,2016,600000,39600,Manual,First Owner
Maruti Swift VDI Optional,2015,405000,26730,Manual,First Owner
Maruti Swift VDI Optional,2017,580000,38280,Manual,First Owner
Maruti Swift VDI Windsong Limited edition,2015,565000,37290,Manual,First Owner
Maruti Swift VVT VXI,2012,511000,33726,Manual,First Owner
Maruti Swift VVT VXI,2017,509999,33660,Manual,First Owner
Maruti Swift VVT ZXI,2017,610000,40260,Manual,First Owner
Maruti Swift VXI,2019,615000,40590,Manual,First Owner
Maruti Swift VXI,2012,340000,22440,Manual,First Owner
Maruti Swift VXI,2013,450000,29700,Manual,First Owner
Maruti Swift VXI,2018,550000,36300,Manual,First Owner
Maruti Swift VXI,2020,570000,37620,Manual,First Owner
Maruti Swift VXI BSIII,2007,130000,8580,Manual,First Owner
Maruti Swift VXI BSIV,2018,610000,40260,Manual,First Owner
Maruti Swift VXI BSIV,2015,500000,33000,Manual,First Owner
Maruti Swift VXI BSIV,2016,550000,36300,Manual,First Owner
Maruti Swift VXi BSIV,2009,229999,15180,Manual,First Owner
Maruti Swift VXI Deca,2016,520000,34320,Manual,First Owner
Maruti Swift VXI Optional,2015,515000,33990,Manual,First Owner
Maruti Swift VXI Optional,2017,500000,33000,Manual,First Owner
Maruti Swift VXI Optional,2016,550000,36300,Manual,First Owner
Maruti Swift VXI with ABS,2009,270000,17820,Manual,First Owner
Maruti Swift VXI with ABS,2007,250000,16500,Manual,First Owner
Maruti Swift ZDi,2013,409999,27060,Manual,First Owner
Maruti Swift ZDI BSIV,2015,600000,39600,Manual,First Owner
Maruti Swift ZDI Plus,2018,700000,46200,Manual,First Owner
Maruti Swift ZXI,2013,411000,27126,Manual,First Owner
Maruti Swift ZXI,2014,434999,28710,Manual,First Owner
Maruti Swift ZXI 2018,2018,750000,49500,Manual,First Owner
Maruti Swift ZXI BSIV,2018,730000,48180,Manual,First Owner
Maruti Swift ZXI Plus,2018,720000,47520,Manual,First Owner
Maruti Swift ZXI Plus,2020,578000,38148,Manual,First Owner
Maruti SX4 Celebration Diesel,2011,242000,15972,Manual,First Owner
Maruti SX4 S Cross 2015-2017 DDiS 200 Alpha,2016,620000,40920,Manual,First Owner
Maruti SX4 S Cross 2015-2017 DDiS 200 Alpha,2015,650000,42900,Manual,First Owner
Maruti SX4 S Cross 2015-2017 DDiS 200 Sigma,2017,650000,42900,Manual,First Owner
Maruti SX4 S Cross 2015-2017 DDiS 200 Sigma,2016,675000,44550,Manual,First Owner
Maruti SX4 S Cross 2015-2017 DDiS 200 Zeta,2017,800000,52800,Manual,First Owner
Maruti SX4 S Cross 2015-2017 DDiS 200 Zeta,2016,675000,44550,Manual,First Owner
Maruti SX4 S Cross 2015-2017 DDiS 200 Zeta,2015,800000,52800,Manual,First Owner
Maruti SX4 Vxi BSIII,2009,150000,9900,Manual,First Owner
Maruti SX4 ZDI,2012,600000,39600,Manual,First Owner
Maruti SX4 ZXI AT Leather,2010,350000,23100,Automatic,First Owner
Maruti SX4 Zxi BSIII,2010,300000,19800,Manual,First Owner
Maruti Vitara Brezza LDi,2017,650000,42900,Manual,First Owner
Maruti Vitara Brezza LDi Option,2017,670000,44220,Manual,First Owner
Maruti Vitara Brezza LDi Option,2016,640000,42240,Manual,First Owner
Maruti Vitara Brezza LDi Option,2018,725000,47850,Manual,First Owner
Maruti Vitara Brezza VDi,2018,819999,54120,Manual,First Owner
Maruti Vitara Brezza VDi,2016,745000,49170,Manual,First Owner
Maruti Vitara Brezza VDi,2017,750000,49500,Manual,First Owner
Maruti Vitara Brezza VDi,2020,810000,53460,Manual,First Owner
Maruti Vitara Brezza VDi AMT,2019,860000,56760,Automatic,First Owner
Maruti Vitara Brezza VDi Option,2017,775000,51150,Manual,First Owner
Maruti Vitara Brezza VDi Option,2018,770000,50820,Manual,First Owner
Maruti Vitara Brezza VDi Option,2016,700000,46200,Manual,First Owner
Maruti Vitara Brezza ZDi,2018,950000,62700,Manual,First Owner
Maruti Vitara Brezza ZDi,2017,725000,47850,Manual,First Owner
Maruti Vitara Brezza ZDi,2016,750000,49500,Manual,First Owner
Maruti Vitara Brezza ZDi,2019,892000,58872,Manual,First Owner
Maruti Vitara Brezza ZDi AMT,2018,911999,60192,Automatic,First Owner
Maruti Vitara Brezza ZDi AMT,2020,925000,61050,Automatic,First Owner
Maruti Vitara Brezza ZDi Plus,2017,800000,52800,Manual,First Owner
Maruti Vitara Brezza ZDi Plus,2016,839000,55374,Manual,First Owner
Maruti Vitara Brezza ZDi Plus,2019,980000,64680,Manual,First Owner
Maruti Vitara Brezza ZDi Plus AMT,2019,1025000,67650,Automatic,First Owner
Maruti Vitara Brezza ZDi Plus AMT Dual Tone,2018,833000,54978,Automatic,First Owner
Maruti Vitara Brezza ZDi Plus Dual Tone,2016,780000,51480,Manual,First Owner
Maruti Vitara Brezza ZDi Plus Dual Tone,2017,775000,51150,Manual,First Owner
Maruti Vitara Brezza ZDi Plus Dual Tone,2018,950000,62700,Manual,First Owner
Maruti Vitara Brezza ZXI Plus AT Dual Tone,2020,737000,48642,Automatic,First Owner
Maruti Wagon R AMT VXI,2018,448000,29568,Automatic,First Owner
Maruti Wagon R AMT VXI,2017,380000,25080,Automatic,First Owner
Maruti Wagon R AMT VXI Plus,2017,475000,31350,Automatic,First Owner
Maruti Wagon R AX,2006,75000,4950,Automatic,First Owner
Maruti Wagon R Duo Lxi,2012,231000,15246,Manual,First Owner
Maruti Wagon R Duo Lxi,2011,300000,19800,Manual,First Owner
Maruti Wagon R Duo Lxi,2010,160000,10560,Manual,First Owner
Maruti Wagon R LX,2005,110000,7260,Manual,First Owner
Maruti Wagon R LXI,2013,225000,14850,Manual,First Owner
Maruti Wagon R LXI,2008,221000,14586,Manual,First Owner
Maruti Wagon R LXI,2015,313000,20658,Manual,First Owner
Maruti Wagon R LXI BS IV,2011,196000,12936,Manual,First Owner
Maruti Wagon R LXI BS IV,2016,350000,23100,Manual,First Owner
Maruti Wagon R LXI BS IV,2010,220000,14520,Manual,First Owner
Maruti Wagon R LXI BS IV,2014,300000,19800,Manual,First Owner
Maruti Wagon R LXI BS IV,2017,352000,23232,Manual,First Owner
Maruti Wagon R LXI BSIII,2017,340000,22440,Manual,First Owner
Maruti Wagon R LXI BSIII,2010,180000,11880,Manual,First Owner
Maruti Wagon R LXI BSIII,2011,195000,12870,Manual,First Owner
Maruti Wagon R LXI CNG,2016,360000,23760,Manual,First Owner
Maruti Wagon R LXI CNG,2018,390000,25740,Manual,First Owner
Maruti Wagon R LXI CNG,2013,211000,13926,Manual,First Owner
Maruti Wagon R LXI CNG,2011,200000,13200,Manual,First Owner
Maruti Wagon R LXI CNG,2017,400000,26400,Manual,First Owner
Maruti Wagon R LXI CNG Optional,2019,459999,30360,Manual,First Owner
Maruti Wagon R LXI DUO BS IV,2013,275000,18150,Manual,First Owner
Maruti Wagon R LXI DUO BSIII,2007,96000,6336,Manual,First Owner
Maruti Wagon R LXI LPG BSIV,2010,225000,14850,Manual,First Owner
Maruti Wagon R LXI LPG BSIV,2011,200000,13200,Manual,First Owner
Maruti Wagon R LXI Optional,2016,350000,23100,Manual,First Owner
Maruti Wagon R LXI Optional,2015,280000,18480,Manual,First Owner
Maruti Wagon R LXI Optional,2018,430000,28380,Manual,First Owner
Maruti Wagon R LXI Optional,2017,360000,23760,Manual,First Owner
Maruti Wagon R Stingray VXI,2014,350000,23100,Manual,First Owner
Maruti Wagon R Stingray VXI,2013,350000,23100,Manual,First Owner
Maruti Wagon R Stingray VXI Optional,2017,475000,31350,Manual,First Owner
Maruti Wagon R VXI,2016,400000,26400,Manual,First Owner
Maruti Wagon R VXI,2006,250000,16500,Manual,First Owner
Maruti Wagon R VXI,2010,200000,13200,Manual,First Owner
Maruti Wagon R VXI,2018,469000,30954,Manual,First Owner
Maruti Wagon R VXI 1.2,2019,480000,31680,Manual,First Owner
Maruti Wagon R VXI 1.2,2015,425000,28050,Manual,First Owner
Maruti Wagon R VXI 1.2,2014,300000,19800,Manual,First Owner
Maruti Wagon R VXI AMT 1.2,2018,445000,29370,Automatic,First Owner
Maruti Wagon R VXI AMT Opt 1.2,2019,540000,35640,Automatic,First Owner
Maruti Wagon R VXI BS IV,2017,440000,29040,Manual,First Owner
Maruti Wagon R VXI BS IV,2015,290000,19140,Manual,First Owner
Maruti Wagon R VXI BS IV,2011,270000,17820,Manual,First Owner
Maruti Wagon R VXI BS IV,2012,275000,18150,Manual,First Owner
Maruti Wagon R VXI BS IV,2016,340000,22440,Manual,First Owner
Maruti Wagon R VXI BS IV,2018,430000,28380,Manual,First Owner
Maruti Wagon R VXI BS IV,2014,300000,19800,Manual,First Owner
Maruti Wagon R VXI BS IV,2010,210000,13860,Manual,First Owner
Maruti Wagon R VXI BS IV with ABS,2014,318000,20988,Manual,First Owner
Maruti Wagon R VXI BS IV with ABS,2011,225000,14850,Manual,First Owner
Maruti Wagon R VXi BSII,2012,225000,14850,Manual,First Owner
Maruti Wagon R VXI BSIII,2011,200000,13200,Manual,First Owner
Maruti Wagon R VXI BSIII,2013,250000,16500,Manual,First Owner
Maruti Wagon R VXI BSIII,2012,221000,14586,Manual,First Owner
Maruti Wagon R VXI Minor,2010,200000,13200,Manual,First Owner
Maruti Wagon R VXI Minor,2011,265000,17490,Manual,First Owner
Maruti Wagon R VXI Opt 1.2,2016,434999,28710,Manual,First Owner
Maruti Wagon R VXI Opt 1.2,2017,445000,29370,Manual,First Owner
Maruti Wagon R VXI Optional,2015,400000,26400,Manual,First Owner
Maruti Wagon R VXI Optional,2016,350000,23100,Manual,First Owner
Maruti Wagon R VXI Optional,2018,400000,26400,Manual,First Owner
Maruti Wagon R VXI Optional,2017,390000,25740,Manual,First Owner
Maruti Wagon R VXI Plus,2018,465000,30690,Manual,First Owner
Maruti Wagon R VXI Plus Optional,2017,400000,26400,Manual,First Owner
Maruti XL6 Alpha,2019,1040000,68640,Manual,First Owner
Maruti Zen Estilo 1.1 VXI BSIII,2008,120000,7920,Manual,First Owner
Maruti Zen Estilo LX BSIV,2010,200000,13200,Manual,First Owner
Maruti Zen Estilo LXI BS IV,2009,165000,10890,Manual,First Owner
Maruti Zen Estilo LXI BSIII,2009,175000,11550,Manual,First Owner
Maruti Zen Estilo LXI BSIII,2010,200000,13200,Manual,First Owner
Maruti Zen Estilo LXI Green (CNG),2011,200000,13200,Manual,First Owner
Maruti Zen Estilo Sports,2010,150000,9900,Manual,First Owner
Maruti Zen Estilo VXI BSIV,2010,225000,14850,Manual,First Owner
Maruti Zen Estilo VXI BSIV,2012,191000,12606,Manual,First Owner
Maruti Zen Estilo VXI BSIV,2014,190000,12540,Manual,First Owner
Maruti Zen Estilo VXI BSIV,2011,270000,17820,Manual,First Owner
Maruti Zen Estilo VXI BSIV W ABS,2011,170000,11220,Manual,First Owner
Maruti Zen LXI,2005,85000,5610,Manual,First Owner
Maruti Zen LXI,2001,30000,1980,Manual,First Owner
Maruti Zen LXI,2004,70000,4620,Manual,First Owner
Maruti Zen VXI,2003,200000,13200,Manual,First Owner
Mercedes-Benz B Class B180 Sports,2014,1250000,82500,Automatic,First Owner
Mercedes-Benz CLA 200 CGI Sport,2018,2550000,168300,Automatic,First Owner
Mercedes-Benz E-Class E 220 CDI Avantgarde,2011,1600000,105600,Automatic,First Owner
Mercedes-Benz E-Class E 220 CDI Avantgarde,2013,1925000,127050,Automatic,First Owner
Mercedes-Benz E-Class E250 CDI Avantgarde,2016,3000000,198000,Automatic,First Owner
Mercedes-Benz E-Class E250 CDI Elegance,2011,1600000,105600,Automatic,First Owner
Mercedes-Benz E-Class E250 Edition E,2016,2700000,178200,Automatic,First Owner
Mercedes-Benz E-Class Exclusive E 200 BSIV,2019,5200000,343200,Automatic,First Owner
Mercedes-Benz GLA Class 200,2016,2000000,132000,Automatic,First Owner
Mercedes-Benz GLA Class 200 CDI SPORT,2017,2700000,178200,Automatic,First Owner
Mercedes-Benz GLC 220d 4MATIC,2017,3300000,217800,Automatic,First Owner
Mercedes-Benz GL-Class 220d 4MATIC Sport,2018,4600000,303600,Automatic,First Owner
Mercedes-Benz GL-Class 350 CDI Blue Efficiency,2014,3250000,214500,Automatic,First Owner
Mercedes-Benz GL-Class 350 CDI Luxury,2016,4090000,269940,Automatic,First Owner
Mercedes-Benz M-Class ML 350 CDI,2013,3600000,237600,Automatic,First Owner
Mercedes-Benz M-Class ML 350 CDI,2014,2575000,169950,Automatic,First Owner
Mercedes-Benz New C-Class 200 K AT,2007,500000,33000,Automatic,First Owner
Mercedes-Benz New C-Class 220 CDI AT,2013,1425000,94050,Automatic,First Owner
Mercedes-Benz New C-Class 220 CDI AT,2012,1400000,92400,Automatic,First Owner
Mercedes-Benz New C-Class 250 CDI Classic,2011,1350000,89100,Automatic,First Owner
Mercedes-Benz New C-Class C 200 AVANTGARDE,2017,2700000,178200,Automatic,First Owner
Mercedes-Benz New C-Class C 200 Kompressor Elegance AT,2007,400000,26400,Automatic,First Owner
Mercedes-Benz New C-Class C 200 Kompressor Elegance MT,2006,650000,42900,Manual,First Owner
Mercedes-Benz New C-Class C 220 CDI Elegance MT,2018,2950000,194700,Manual,First Owner
Mercedes-Benz New C-Class C 250 CDI Elegance,2011,1000000,66000,Automatic,First Owner
Mercedes-Benz S-Class S 350 CDI,2017,6000000,396000,Automatic,First Owner
MG Hector Sharp AT BSIV,2019,1750000,115500,Automatic,First Owner
MG Hector Sharp DCT Dualtone,2020,1900000,125400,Automatic,First Owner
MG Hector Smart DCT,2019,1700000,112200,Automatic,First Owner
Mitsubishi Lancer 2.0 L Diesel LX,2008,160000,10560,Manual,First Owner
Mitsubishi Pajero Sport 4X4,2013,1090000,71940,Manual,First Owner
Mitsubishi Pajero Sport 4X4,2015,1700000,112200,Manual,First Owner
Mitsubishi Pajero Sport 4X4 Dual Tone,2016,1950000,128700,Manual,First Owner
Nissan Kicks XL BSIV,2019,860000,56760,Manual,First Owner
Nissan Kicks XV BSIV,2019,950000,62700,Manual,First Owner
Nissan Kicks XV D BSIV,2019,1200000,79200,Manual,First Owner
Nissan Micra Active XL Petrol,2016,370000,24420,Manual,First Owner
Nissan Micra Active XL Petrol,2014,225000,14850,Manual,First Owner
Nissan Micra Active XL Petrol,2017,370000,24420,Manual,First Owner
Nissan Micra Active XV,2014,390000,25740,Manual,First Owner
Nissan Micra Active XV S,2015,300000,19800,Manual,First Owner
Nissan Micra Diesel XL,2013,250000,16500,Manual,First Owner
Nissan Micra Diesel XL Optional,2013,400000,26400,Manual,First Owner
Nissan Micra Diesel XV,2011,250000,16500,Manual,First Owner
Nissan Micra Diesel XV Premium,2012,204999,13530,Manual,First Owner
Nissan Micra Fashion Edition XL CVT,2017,500000,33000,Automatic,First Owner
Nissan Micra XE,2011,110000,7260,Manual,First Owner
Nissan Micra XL Optional,2015,346000,22836,Manual,First Owner
Nissan Micra XV CVT,2015,325000,21450,Automatic,First Owner
Nissan Micra XV CVT,2017,560000,36960,Automatic,First Owner
Nissan Micra XV CVT,2014,361000,23826,Automatic,First Owner
Nissan Sunny Diesel XL,2014,335000,22110,Manual,First Owner
Nissan Sunny Diesel XL,2013,325000,21450,Manual,First Owner
Nissan Sunny Diesel XV,2012,300000,19800,Manual,First Owner
Nissan Sunny Diesel XV,2013,350000,23100,Manual,First Owner
Nissan Sunny XL,2014,550000,36300,Manual,First Owner
Nissan Sunny XL,2011,280000,18480,Manual,First Owner
Nissan Sunny XL D,2018,670000,44220,Manual,First Owner
Nissan Sunny XV,2012,350000,23100,Manual,First Owner
Nissan Sunny XV Special Edition,2012,450000,29700,Manual,First Owner
Nissan Terrano XE 85 PS,2014,472000,31152,Manual,First Owner
Nissan Terrano XE 85 PS,2016,750000,49500,Manual,First Owner
Nissan Terrano XL,2015,700000,46200,Manual,First Owner
Nissan Terrano XL 110 PS,2016,800000,52800,Manual,First Owner
Nissan Terrano XL 110 PS,2015,750000,49500,Manual,First Owner
Nissan Terrano XL 110 PS,2014,540000,35640,Manual,First Owner
Nissan Terrano XL D Option,2016,495000,32670,Manual,First Owner
Nissan Terrano XL D Option,2018,850000,56100,Manual,First Owner
Nissan Terrano XL Plus 85 PS,2015,580000,38280,Manual,First Owner
Nissan Terrano XL Plus 85 PS,2013,509999,33660,Manual,First Owner
Nissan Terrano XV D Premium AMT,2017,850000,56100,Automatic,First Owner
Renault Captur 1.5 Diesel RXT,2017,900000,59400,Manual,First Owner
Renault Captur 1.5 Diesel RXT,2018,1265000,83490,Manual,First Owner
Renault Duster 110PS Diesel RxL,2015,600000,39600,Manual,First Owner
Renault Duster 110PS Diesel RxL AMT,2017,850000,56100,Automatic,First Owner
Renault Duster 110PS Diesel RxL Explore,2016,650000,42900,Manual,First Owner
Renault Duster 110PS Diesel RxZ,2018,1050000,69300,Manual,First Owner
Renault Duster 110PS Diesel RxZ,2015,600000,39600,Manual,First Owner
Renault Duster 110PS Diesel RxZ,2017,880000,58080,Manual,First Owner
Renault Duster 110PS Diesel RXZ Optional with Nav,2014,455999,30096,Manual,First Owner
Renault Duster 85PS Diesel RxE,2017,650000,42900,Manual,First Owner
Renault Duster 85PS Diesel RxE,2016,515000,33990,Manual,First Owner
Renault Duster 85PS Diesel RxE,2014,500000,33000,Manual,First Owner
Renault Duster 85PS Diesel RxE Adventure,2015,600000,39600,Manual,First Owner
Renault Duster 85PS Diesel RxL,2014,570000,37620,Manual,First Owner
Renault Duster 85PS Diesel RxL,2016,535000,35310,Manual,First Owner
Renault Duster 85PS Diesel RxL,2015,484999,32010,Manual,First Owner
Renault Duster 85PS Diesel RxL,2017,750000,49500,Manual,First Owner
Renault Duster 85PS Diesel RxL Explore,2016,645000,42570,Manual,First Owner
Renault Duster 85PS Diesel RxL Option,2012,450000,29700,Manual,First Owner
Renault Duster 85PS Diesel RxS,2017,819999,54120,Manual,First Owner
Renault Duster 85PS Diesel RxZ,2014,425000,28050,Manual,First Owner
Renault Duster 85PS Diesel STD,2017,575000,37950,Manual,First Owner
Renault Duster Adventure Edition,2014,495000,32670,Manual,First Owner
Renault Duster Adventure Edition RXZ AWD,2016,650000,42900,Manual,First Owner
Renault Duster Petrol RXS CVT,2018,900000,59400,Automatic,First Owner
Renault Duster RXL AWD,2013,695000,45870,Manual,First Owner
Renault Duster RXZ 110PS AMT BSIV,2017,750000,49500,Automatic,First Owner
Renault Fluence 2.0,2011,600000,39600,Automatic,First Owner
Renault Koleos 2.0 Diesel,2013,1000000,66000,Automatic,First Owner
Renault KWID 1.0,2018,350000,23100,Manual,First Owner
Renault KWID 1.0 RXL,2018,275000,18150,Manual,First Owner
Renault KWID 1.0 RXT 02 Anniversary Edition,2017,325000,21450,Manual,First Owner
Renault KWID 1.0 RXT AMT Opt,2017,375000,24750,Automatic,First Owner
Renault KWID 1.0 RXT BSIV,2019,220000,14520,Manual,First Owner
Renault KWID 1.0 RXT Optional,2016,350000,23100,Manual,First Owner
Renault KWID 1.0 RXT Optional,2017,300000,19800,Manual,First Owner
Renault KWID 1.0 RXT Optional,2018,400000,26400,Manual,First Owner
Renault KWID 1.0 RXT Optional,2019,420000,27720,Manual,First Owner
Renault KWID AMT,2018,400000,26400,Automatic,First Owner
Renault KWID AMT RXL,2018,535000,35310,Automatic,First Owner
Renault KWID Climber 1.0 AMT,2017,450000,29700,Automatic,First Owner
Renault KWID Climber 1.0 MT,2017,290000,19140,Manual,First Owner
Renault KWID Climber 1.0 MT,2018,380000,25080,Manual,First Owner
Renault KWID Climber 1.0 MT BSIV,2019,300000,19800,Manual,First Owner
Renault KWID RXE,2017,285000,18810,Manual,First Owner
Renault KWID RXL,2016,229999,15180,Manual,First Owner
Renault KWID RXL,2018,390000,25740,Manual,First Owner
Renault KWID RXL,2015,200000,13200,Manual,First Owner
Renault KWID RXL,2019,380000,25080,Manual,First Owner
Renault KWID RXL,2017,250000,16500,Manual,First Owner
Renault KWID RXT,2018,335000,22110,Manual,First Owner
Renault KWID RXT,2016,270000,17820,Manual,First Owner
Renault KWID RXT,2017,290000,19140,Manual,First Owner
Renault KWID RXT,2015,290000,19140,Manual,First Owner
Renault KWID RXT Optional,2018,340000,22440,Manual,First Owner
Renault KWID RXT Optional,2019,290000,19140,Manual,First Owner
Renault KWID RXT Optional,2016,250000,16500,Manual,First Owner
Renault Lodgy 85PS RxE,2015,600000,39600,Manual,First Owner
Renault Lodgy 85PS RxE 7 Seater,2018,900000,59400,Manual,First Owner
Renault Lodgy 85PS RxL,2017,695000,45870,Manual,First Owner
Renault Lodgy 85PS RxZ,2015,690000,45540,Manual,First Owner
Renault Lodgy 85PS Std,2016,620000,40920,Manual,First Owner
Renault Lodgy Stepway 110PS RXZ 7S,2015,550000,36300,Manual,First Owner
Renault Lodgy Stepway 85PS RXZ 8S,2017,800000,52800,Manual,First Owner
Renault Lodgy World Edition 110PS,2017,880000,58080,Manual,First Owner
Renault Pulse RxL,2013,315000,20790,Manual,First Owner
Renault Pulse RxL Optional,2013,290000,19140,Manual,First Owner
Renault Pulse RxZ Optional,2012,245000,16170,Manual,First Owner
Renault Scala Diesel RxE,2015,530000,34980,Manual,First Owner
Renault Scala Diesel RxZ,2013,434999,28710,Manual,First Owner
Renault Triber RXT BSIV,2019,580000,38280,Manual,First Owner
Renault Triber RXZ,2019,786000,51876,Manual,First Owner
Renault Triber RXZ BSIV,2019,675000,44550,Manual,First Owner
Skoda Fabia 1.2 MPI Ambition Plus,2012,320000,21120,Manual,First Owner
Skoda Fabia 1.2L Diesel Ambiente,2011,210000,13860,Manual,First Owner
Skoda Fabia Scout 1.2 TDI,2012,190000,12540,Manual,First Owner
Skoda Kodiaq 2.0 TDI Style,2018,3251000,214566,Automatic,First Owner
Skoda Octavia Ambiente 1.9 TDI,2010,355000,23430,Manual,First Owner
Skoda Octavia Ambition 2.0 TDI MT,2015,900000,59400,Manual,First Owner
Skoda Octavia Classic 1.9 TDI MT,2007,300000,19800,Manual,First Owner
Skoda Octavia Style Plus 2.0 TDI AT,2019,2600000,171600,Automatic,First Owner
Skoda Rapid 1.5 TDI Active,2013,475000,31350,Manual,First Owner
Skoda Rapid 1.5 TDI Ambition,2015,610000,40260,Manual,First Owner
Skoda Rapid 1.5 TDI Ambition BSIV,2018,900000,59400,Manual,First Owner
Skoda Rapid 1.5 TDI Ambition Plus,2017,750000,49500,Manual,First Owner
Skoda Rapid 1.5 TDI AT Ambition,2016,660000,43560,Automatic,First Owner
Skoda Rapid 1.5 TDI AT Style Plus,2016,650000,42900,Automatic,First Owner
Skoda Rapid 1.5 TDI AT Style Plus,2017,860000,56760,Automatic,First Owner
Skoda Rapid 1.5 TDI Elegance Black Package,2015,700000,46200,Manual,First Owner
Skoda Rapid 1.6 MPI Ambition,2013,375000,24750,Manual,First Owner
Skoda Rapid 1.6 MPI Ambition BSIV,2019,725000,47850,Manual,First Owner
